Voltage (V),Current (a.u.)
14.629,2.751
14.744,2.785
14.831,2.813
14.949,2.842
15.026,2.88
15.139,2.908
15.24,2.939
15.358,2.965
15.423,2.989
15.531,3.02
15.657,3.047
15.744,3.071
15.867,3.094
15.932,3.116
16.047,3.132
16.142,3.165
16.27,3.19
16.373,3.215
16.44,3.239
16.555,3.26
16.622,3.282
16.742,3.305
16.836,3.329
16.94,3.356
17.027,3.369
17.148,3.391
17.233,3.413
17.32,3.443
17.457,3.46
17.523,3.488
17.645,3.515
17.742,3.541
17.84,3.559
17.928,3.575
18.073,3.604
18.164,3.627
18.242,3.641
18.363,3.66
18.423,3.673
18.541,3.683
18.646,3.704
18.73,3.728
18.82,3.745
18.938,3.767
19.044,3.785
19.111,3.801
19.228,3.813
19.328,3.831
19.441,3.842
19.537,3.853
19.619,3.865
19.725,3.877
19.83,3.892
19.952,3.907
20.027,3.924
20.161,3.939
20.234,3.951
20.348,3.96
20.46,3.973
20.543,3.986
20.633,3.992
20.757,4.004
20.856,4.008
20.942,4.017
21.065,4.024
21.144,4.024
21.265,4.039
21.366,4.042
21.462,4.047
21.55,4.06
21.671,4.071
21.785,4.071
21.867,4.077
21.986,4.088
22.047,4.099
22.165,4.106
22.272,4.114
22.343,4.118
22.444,4.12
22.556,4.12
22.668,4.134
22.736,4.143
22.86,4.141
22.951,4.142
23.066,4.15
23.167,4.159
23.252,4.172
23.349,4.173
23.465,4.171
23.578,4.177
23.666,4.194
23.783,4.199
23.858,4.197
23.971,4.201
24.08,4.217
24.163,4.216
24.26,4.221
24.376,4.233
24.48,4.23
24.565,4.234
24.697,4.249
24.77,4.254
24.896,4.256
24.99,4.256
25.096,4.269
25.183,4.272
25.303,4.273
25.39,4.274
25.495,4.28
25.612,4.286
25.678,4.299
25.798,4.304
25.896,4.305
25.976,4.304
26.088,4.315
26.205,4.322
26.292,4.322
26.394,4.324
26.512,4.337
26.576,4.339
26.703,4.342
26.801,4.35
26.9,4.347
26.99,4.347
27.108,4.357
27.204,4.365
27.309,4.369
27.425,4.361
27.494,4.368
27.62,4.377
27.707,4.383
27.812,4.379
27.926,4.384
28.041,4.395
28.11,4.397
28.217,4.401
28.33,4.402
28.405,4.406
28.542,4.408
28.614,4.42
28.726,4.421
28.835,4.423
28.943,4.434
29.039,4.439
29.124,4.444
29.241,4.446
29.331,4.448
29.454,4.449
29.519,4.46
29.63,4.467
29.74,4.467
29.858,4.475
29.919,4.469
30.028,4.48
30.144,4.492
30.222,4.491
30.366,4.492
30.428,4.499
30.544,4.502
30.646,4.51
30.763,4.511
30.869,4.514
30.939,4.518
31.061,4.523
31.151,4.529
31.272,4.535
31.331,4.541
31.447,4.545
31.546,4.548
31.671,4.552
31.737,4.558
31.841,4.56
31.957,4.561
32.042,4.57
32.165,4.57
32.239,4.577
32.358,4.582
32.454,4.59
32.574,4.597
32.668,4.603
32.745,4.614
32.862,4.627
32.943,4.625
33.066,4.634
33.143,4.596
33.237,4.607
33.326,4.643
33.467,4.695
33.539,4.631
33.644,4.614
33.764,4.629
33.823,4.643
33.941,4.62
34.048,4.612
34.15,4.641
34.23,4.616
34.352,4.639
34.446,4.655
34.519,4.668
34.661,4.672
34.729,4.626
34.842,4.65
34.954,4.67
35.015,4.667
35.124,4.669
35.233,4.69
35.346,4.686
35.409,4.682
35.524,4.683
35.634,4.691
35.743,4.69
35.854,4.687
35.917,4.703
36.03,4.709
36.114,4.702
36.238,4.711
36.314,4.715
36.433,4.722
36.54,4.72
36.65,4.719
36.726,4.725
36.791,4.735
36.918,4.736
36.994,4.739
37.111,4.74
37.215,4.745
37.298,4.751
37.426,4.753
37.509,4.751
37.616,4.759
37.706,4.761
37.832,4.767
37.899,4.765
38.012,4.765
38.123,4.77
38.186,4.777
38.328,4.78
38.417,4.784
38.522,4.783
38.601,4.782
38.725,4.792
38.805,4.793
38.92,4.792
39.03,4.793
39.121,4.796
39.248,4.795
39.327,4.805
39.435,4.807
39.539,4.808
39.654,4.8
39.723,4.809
39.85,4.811
39.937,4.806
40.048,4.811
40.164,4.81
40.276,4.82
40.384,4.817
40.446,4.819
40.559,4.812
40.642,4.814
40.783,4.817
40.849,4.821
40.975,4.827
41.07,4.827
41.183,4.821
41.29,4.826
41.383,4.828
41.475,4.826
41.585,4.823
41.692,4.82
41.764,4.828
41.887,4.828
41.977,4.832
42.091,4.831
42.202,4.84
42.273,4.836
42.373,4.833
42.477,4.832
42.598,4.837
42.664,4.833
42.784,4.847
42.881,4.855
42.994,4.884
43.099,4.881
43.176,4.855
43.278,4.818
43.384,4.828
43.496,4.836
43.563,4.862
43.673,4.86
43.787,4.867
43.899,4.848
44,4.843
44.064,4.867
44.183,4.871
44.246,4.954
44.368,4.967
44.466,4.97
44.576,4.899
44.691,4.882
44.782,4.81
44.863,4.761
44.957,4.854
45.088,4.877
45.147,4.749
45.262,4.844
45.373,4.885
45.44,4.886
45.572,4.839
