Voltage (V),Current (a.u.)
13.927,2.74
14.056,2.766
14.119,2.79
14.233,2.814
14.339,2.838
14.458,2.861
14.565,2.881
14.628,2.9
14.742,2.919
14.832,2.938
14.946,2.958
15.025,2.976
15.137,2.993
15.24,3.01
15.36,3.026
15.421,3.046
15.533,3.061
15.653,3.077
15.74,3.095
15.869,3.107
15.931,3.124
16.044,3.139
16.138,3.155
16.27,3.17
16.375,3.185
16.44,3.199
16.553,3.21
16.617,3.217
16.739,3.23
16.836,3.24
16.941,3.252
17.016,3.264
17.141,3.275
17.233,3.288
17.313,3.298
17.459,3.316
17.517,3.325
17.637,3.335
17.742,3.348
17.837,3.357
17.921,3.366
18.073,3.38
18.158,3.392
18.245,3.401
18.364,3.412
18.422,3.423
18.538,3.431
18.646,3.443
18.723,3.451
18.818,3.461
18.931,3.47
19.043,3.479
19.103,3.488
19.219,3.497
19.328,3.504
19.441,3.516
19.528,3.522
19.613,3.528
19.724,3.539
19.826,3.546
19.951,3.555
20.018,3.558
20.152,3.569
20.234,3.58
20.347,3.588
20.46,3.592
20.533,3.597
20.63,3.607
20.748,3.614
20.856,3.619
20.931,3.629
21.057,3.631
21.14,3.639
21.257,3.644
21.366,3.65
21.452,3.655
21.541,3.663
21.661,3.667
21.774,3.673
21.866,3.677
21.985,3.682
22.045,3.688
22.159,3.695
22.272,3.703
22.335,3.704
22.442,3.711
22.554,3.718
22.668,3.72
22.728,3.73
22.847,3.729
22.951,3.733
23.065,3.741
23.159,3.745
23.24,3.75
23.348,3.754
23.459,3.758
23.575,3.763
23.654,3.766
23.77,3.775
23.857,3.776
23.971,3.78
24.08,3.786
24.153,3.792
24.256,3.795
24.37,3.796
24.48,3.803
24.553,3.807
24.692,3.811
24.765,3.812
24.886,3.82
24.99,3.823
25.094,3.831
25.173,3.828
25.291,3.832
25.387,3.838
25.493,3.844
25.611,3.842
25.671,3.848
25.787,3.85
25.896,3.857
25.962,3.859
26.077,3.861
26.196,3.864
26.292,3.866
26.382,3.869
26.503,3.869
26.575,3.875
26.693,3.879
26.801,3.881
26.887,3.882
26.979,3.882
27.096,3.886
27.198,3.891
27.31,3.895
27.424,3.897
27.484,3.898
27.608,3.9
27.707,3.901
27.805,3.905
27.917,3.91
28.037,3.911
28.105,3.912
28.216,3.918
28.329,3.917
28.394,3.919
28.532,3.924
28.613,3.921
28.725,3.923
28.83,3.927
28.936,3.926
29.026,3.93
29.123,3.932
29.237,3.934
29.318,3.936
29.447,3.936
29.519,3.936
29.625,3.938
29.733,3.94
29.855,3.944
29.916,3.944
30.028,3.944
30.142,3.942
30.206,3.945
30.359,3.941
30.426,3.947
30.538,3.947
30.637,3.947
30.759,3.946
30.857,3.947
30.935,3.95
31.051,3.951
31.138,3.949
31.268,3.95
31.331,3.946
31.443,3.951
31.534,3.953
31.67,3.95
31.729,3.951
31.841,3.947
31.954,3.951
32.025,3.95
32.151,3.953
32.237,3.954
32.351,3.95
32.447,3.951
32.569,3.95
32.648,3.95
32.742,3.949
32.86,3.952
32.927,3.953
33.047,3.955
33.142,3.951
33.223,3.955
33.316,3.952
33.452,3.951
33.539,3.953
33.629,3.952
33.761,3.954
33.822,3.952
33.936,3.954
34.046,3.951
34.14,3.953
34.22,3.954
34.339,3.957
34.445,3.956
34.507,3.958
34.647,3.956
34.728,3.957
34.841,3.956
34.953,3.959
35.011,3.956
35.125,3.957
35.218,3.958
35.341,3.959
35.408,3.956
35.52,3.958
35.634,3.963
35.734,3.964
35.844,3.959
35.917,3.96
36.03,3.958
36.096,3.961
36.219,3.96
36.314,3.962
36.427,3.962
36.54,3.964
36.643,3.965
36.713,3.963
36.778,3.964
36.899,3.964
36.993,3.962
37.107,3.968
37.209,3.969
37.284,3.969
37.411,3.968
37.5,3.971
37.614,3.972
37.688,3.976
37.816,3.975
37.899,3.977
38.012,3.979
38.117,3.979
38.182,3.981
38.31,3.98
38.409,3.982
38.521,3.981
38.584,3.982
38.705,3.984
38.805,3.984
38.919,3.984
39.026,3.987
39.099,3.986
39.235,3.987
39.317,3.99
39.428,3.991
39.535,3.992
39.654,3.99
39.712,3.992
39.834,3.992
39.937,3.993
40.043,3.991
40.164,3.99
40.275,3.992
40.373,3.99
40.444,3.995
40.559,3.997
40.625,3.992
40.779,3.992
40.844,3.994
40.96,3.995
41.07,3.995
41.182,3.991
41.276,3.991
41.361,3.993
41.466,3.996
41.578,3.996
41.691,3.996
41.753,3.996
41.868,3.997
41.976,3.995
42.089,3.998
42.202,3.997
42.261,3.995
42.372,3.998
42.465,3.999
42.597,3.999
42.657,3.998
42.772,4.001
42.881,3.999
42.993,4
43.081,4
43.166,4.002
43.278,4.001
43.371,4.002
43.48,4.001
43.561,4.005
43.671,4.004
43.786,4.004
43.893,4.008
43.976,4.004
44.053,4.006
44.181,4.007
44.24,4.006
44.355,4.011
44.465,4.009
44.557,4.011
44.684,4.01
44.762,4.01
44.863,4.015
44.934,4.011
45.083,4.013
45.146,4.017
45.26,4.015
45.372,4.016
45.43,4.013
45.55,4.015
